Índice n,Radio,Masa,ρ_c / ρ̄
0.0,2.4494897427831783,4.898979485566359,0.9999999999999994
1.0,3.14159265358982,3.1415926535898344,3.2898681336964946
1.5,,,
2.0,4.352874595946142,2.4110460120969464,11.402542861951147
3.0,6.8968486193768985,2.0182359509662953,54.18248110733751
4.0,14.97154634883707,1.7972299144393118,622.4078822505553
5.0,inf,5.441398092702653,inf
